"ID","Gender","Status","Children","Est Income","Car Owner","Age","LongDistance","International","Local","DroppedPeak","DroppedOffPeak","Paymethod","LocalBilltype","LongDistanceBilltype","Usage","RatePlan","CHURN"
"2041","F","M","0","95405.70","N","55.00","7.74","0.00","6.21","0","0","CC","Budget","Standard","13.96","1","F"
"2042","F","S","0","95786.80","Y","52.00","21.33","0.00","87.46","0","0","CC","Budget","Standard","108.79","4","F"
"2044","M","S","0","90321.60","N","55.113333","0.87","0.00","11.52","0","0","CH","FreeLocal","Intnl_discount","12.39","1","T"
"2045","M","D","1","90478.60","N","54.553333","18.02","0.00","136.47","0","0","CC","FreeLocal","Standard","154.49","1","T"
"2046","F","M","2","56187.00","N","46.00","8.09","0.00","13.74","0","0","CH","Budget","Standard","21.83","2","F"
"2050","F","S","1","35089.00","N","24.393333","23.56","0.00","206.08","0","0","CC","Budget","Intnl_discount","229.64","4","T"
"2052","M","M","0","9780.66","N","24.546667","2.8","7.27","11.32","0","1","CC","FreeLocal","Standard","21.39","2","F"
"2056","M","M","2","53010.80","N","18.84","12.45","0.00","46.42","1","4","CC","FreeLocal","Standard","58.87","2","F"
"2057","M","M","1","75004.50","N","64.80","26.52","0.00","32.19","0","0","CC","Budget","Intnl_discount","58.72","2","F"
"2060","M","M","0","19749.30","N","60.366667","20.22","0.00","13.94","0","0","CC","Budget","Standard","34.17","1","F"
"2061","M","S","1","57626.90","Y","43.906667","9.38","0.00","38.96","0","0","CC","Budget","Standard","48.35","3","F"
"2062","M","M","2","20078.00","N","32.846667","9.65","0.00","6.33","0","0","CC","Budget","Intnl_discount","15.98","4","F"
"2063","F","M","2","47902.00","N","26.033333","xxer","4.94","49.92","0","1","Auto","FreeLocal","Standard","72.31","3","F"
"2064","M","M","1","7545.96","Y","16.753333","22.39","0.00","178.36","0","0","CC","Budget","Standard","200.75","4","T"
"2068","M","S","2","89459.90","N","53.28","11.54","1.61","22.90","0","0","CC","FreeLocal","Standard","36.05","2","T"
"2071","F","S","1","13576.50","N","39.426667","14.83","0.00","25.66","0","0","CC","Budget","Standard","40.49","3","T"
"2073","F","M","2","42031.80","N","50.753333","20.45","0.00","39.33","0","0","CH","Budget","Intnl_discount","59.78","2","F"
"2078","M","S","2","43634.50","N","21.78","29.44","9.42","104.64","0","0","CC","Budget","Standard","143.50","4","T"
"2082","F","S","1","13109.10","N","62.606667","22.38","0.00","40.48","0","0","Auto","Budget","Standard","62.87","3","T"
"2083","M","S","1","92647.50","N","56.046667","16.04","5.74","10.34","1","0","CC","Budget","Standard","32.13","1","T"
"2084","M","S","2","21021.60","Y","62.753333","axxe3","0.00","11.19","1","0","CC","Budget","Standard","14.95","2","F"
"2085","M","S","0","74460.70","Y","55.34","25.53","0.99","179.93","8","0","CC","FreeLocal","Standard","206.46","3","T"
"2087","F","S","2","28787.40","N","41.666667","27.97","0.00","58.09","1","0","Auto","Budget","Standard","86.06","3","T"
"2090","M","M","1","13091.60","N","59.126667","22.79","0.00","20.26","2","0","CC","Budget","Intnl_discount","43.06","1","F"
"2093","F","M","2","62061.80","Y","45.92","29.86","0.00","52.22","1","0","Auto","FreeLocal","Standard","82.08","1","F"
"2094","F","M","1","20550.90","Y","22.12","27.72","0.86","57.06","0","0","CC","Budget","Standard","85.64","3","T"
"2097","M","M","2","1765.41","N","18.766667","3.04","0.00","44.95","0","0","CC","FreeLocal","Standard","47.99","1","F"
"2098","F","S","2","19131.10","N","56.186667","22.15","0.00","34.91","0","0","Auto","Budget","Standard","57.07","4","T"
"2101","M","M","0","47870.80","Y","27.26","0","1.17","12.48","0","0","CC","FreeLocal","Standard","13.82","2","F"
"2102","F","S","2","6440.46","Y","48.00","22.66","0.00","27.20","0","0","CH","Budget","Standard","49.86","2","F"
"2104","M","M","2","28766.90","N","46.84","6.11","0.00","58.08","0","0","CC","Budget","Standard","64.20","3","F"
"2106","M","M","1","5252.29","N","16.333333","2.65","0.00","17.08","0","1","Auto","Budget","Standard","19.73","2","F"
"2109","M","M","2","91272.20","Y","25.033333","26.99","0.00","13.01","0","0","CC","FreeLocal","Standard","40.00","3","F"
"2114","F","S","0","73228.30","N","52.646667","22.47","0.00","28.11","0","0","Auto","Budget","Standard","50.58","2","F"
"2117","M","M","1","64792.30","N","52.146667","13.05","1.51","36.84","0","0","CH","FreeLocal","Standard","51.41","2","T"
"2119","F","S","0","93322.10","Y","40.313333","29.92","0.00","8.79","0","0","CH","Budget","Intnl_discount","38.72","1","T"
"2122","M","M","2","49910.70","Y","51.52","27.42","0.00","23.72","0","0","CC","Budget","Standard","51.14","1","F"
"2123","M","M","1","76161.40","Y","44.573333","11.96","0.00","25.58","0","0","CC","FreeLocal","Standard","37.55","3","T"
"2124","F","M","2","55860.00","Y","14.573333","16.01","0.00","10.35","2","0","CC","FreeLocal","Intnl_discount","26.37","4","F"
"2131","M","M","2","57360.80","Y","53.253333","10.36","0.00","57.25","6","0","CC","FreeLocal","Standard","67.61","4","F"
"2132","M","M","0","92414.70","Y","45.513333","29.43","0.00","10.62","1","0","CC","FreeLocal","Standard","40.06","3","T"
"2134","F","S","2","14578.80","Y","60.933333","11.91","0.00","95.10","1","0","Auto","Budget","Standard","107.02","1","T"
"2135","F","M","2","87578.20","Y","53.366667","0.29","0.00","22.15","1","0","CC","Budget","Standard","22.44","2","F"
"2136","F","M","2","86695.40","N","13.906667","25.94","0.00","32.09","2","0","CC","FreeLocal","Standard","58.03","1","F"
"2140","F","M","0","83287.00","N","41.00","29.64","0.00","90.18","1","4","Auto","FreeLocal","Intnl_discount","119.82","1","F"
"2141","M","M","1","2067.82","N","47.853333","15.25","0.00","70.65","1","0","CC","Budget","Intnl_discount","85.90","1","F"
"2144","M","M","2","30665.20","Y","22.88","5.83","8.32","63.28","8","0","Auto","FreeLocal","Standard","77.44","1","F"
"2145","F","M","1","83287.00","Y","47.00","6.08","0.00","30.95","1","0","Auto","FreeLocal","Intnl_discount","37.04","1","F"
"2146","F","M","1","98680.40","Y","42.00","17.58","0.00","8.85","2","0","CH","FreeLocal","Intnl_discount","26.44","4","F"
"2147","M","M","0","65619.70","Y","46.00","13.56","0.00","144.66","1","0","CC","Budget","Standard","158.22","2","T"
"2148","F","M","1","95620.30","Y","43.00","10.91","0.00","93.61","0","0","CC","Budget","Standard","104.53","1","F"
"2149","F","S","0","85275.00","N","47.00","22.48","0.00","151.61","0","0","Auto","FreeLocal","Intnl_discount","174.09","1","F"
"2150","F","M","1","66921.40","Y","62.00","15.7","0.00","8.97","0","0","CC","FreeLocal","Intnl_discount","24.67","1","F"
"2151","F","M","1","98453.60","Y","41.00","13.72","0.00","11.65","0","0","Auto","FreeLocal","Standard","25.38","3","F"
"2153","F","S","2","57420.00","Y","46.00","25.18","0.00","252.53","0","1","Auto","Budget","Standard","277.72","1","F"
"2154","M","M","0","66000.00","N","46.00","3.93","3.73","26.69","0","1","CH","FreeLocal","Standard","34.35","4","T"
"2155","M","M","2","47639.10","N","48.00","17.48","0.00","39.62","0","0","CC","Budget","Intnl_discount","57.11","1","F"
"2158","F","S","0","39461.00","N","22.226667","22.87","0.28","103.52","0","1","CC","FreeLocal","Standard","126.68","4","T"
"2159","M","M","1","47371.00","Y","54.96","4.98","7.69","258.29","0","0","CC","Budget","Intnl_discount","270.97","4","F"
"2162","M","S","1","16432.10","Y","20.92","20.41","8.89","80.47","0","0","CH","Budget","Intnl_discount","109.78","2","T"
"2165","F","S","1","540.40","Y","39.213333","12.34","0.00","7.75","0","0","Auto","Budget","Intnl_discount","20.10","2","T"
"2167","F","M","2","80087.70","N","41.92","8.74","0.00","22.82","0","0","CC","FreeLocal","Standard","31.56","2","F"
"2168","F","M","2","59691.30","N","38.04","21.94","0.00","256.70","1","0","CC","Budget","Standard","278.65","2","F"
"2169","F","S","2","11251.10","Y","52.646667","28.42","0.00","113.48","3","0","CC","FreeLocal","Standard","141.91","4","T"
"2173","F","S","2","93559.10","N","57.62","1.52","0.00","29.90","2","0","CC","Budget","Standard","31.42","4","F"
"2174","F","S","2","3416.62","Y","22.76","18.97","0.00","104.73","1","0","CC","Budget","Standard","123.70","2","T"
"2175","F","S","0","93454.30","Y","48.533333","18.94","0.00","25.18","0","0","Auto","FreeLocal","Standard","44.13","1","F"
"2176","M","M","0","5745.00","Y","15.38","26.4","0.00","17.71","2","0","CC","FreeLocal","Standard","44.11","2","T"
"2181","M","S","2","60095.20","Y","23.313333","1.71","0.00","116.14","3","0","Auto","Budget","Standard","117.85","2","F"
"2182","F","M","1","6946.07","N","20.00","33","0.00","8.84","1","0","CH","FreeLocal","Standard","34.61","3","T"
"2183","F","M","2","11234.70","Y","49.046667","0.69","0.00","112.72","2","0","CC","Budget","Standard","113.42","1","F"
"2184","M","M","0","12387.60","N","56.173333","0","0.00","65.93","4","0","Auto","FreeLocal","Standard","93.85","2","F"
"2185","F","M","1","82931.30","N","64.64","19.24","0.00","118.00","3","0","Auto","FreeLocal","Standard","137.25","4","F"
"2186","F","M","2","57483.90","N","44.026667","17.01","0.00","27.29","2","0","CH","Budget","Standard","44.30","3","F"
"2188","F","S","2","21274.00","N","45.526667","10.87","0.00","32.43","5","0","Auto","FreeLocal","Standard","43.31","1","T"
"2189","F","M","2","28267.00","N","30.093333","21.87","0.00","192.53","0","0","CC","FreeLocal","Standard","214.41","4","F"
"2191","F","M","2","36725.10","N","55.793333","8.65","9.22","77.00","0","0","CH","Budget","Standard","94.88","4","F"
"2195","M","S","1","94188.30","N","57.546667","20.86","0.86","19.78","0","0","CC","Budget","Standard","41.51","4","T"
"2198","F","M","2","91861.00","Y","41.98","15.32","0.00","6.74","2","0","CC","Budget","Standard","22.06","4","F"
"2201","F","S","1","12374.90","Y","33.493333","17.49","0.00","106.10","6","0","Auto","FreeLocal","Standard","123.59","3","T"
"2202","F","M","2","69133.90","Y","26.833333","8.58","0.00","37.73","1","0","CH","FreeLocal","Standard","46.32","1","T"
"2204","F","M","2","84948.00","Y","29.446667","11.14","0.00","12.58","1","0","CH","FreeLocal","Intnl_discount","23.73","1","F"
"2205","F","M","2","30998.80","N","40.96","2.4","0.00","50.50","1","0","Auto","Budget","Standard","52.91","1","F"
"2207","M","S","0","15924.20","N","14.46","0","0.00","1.46","2","0","CH","FreeLocal","Standard","1.46","2","F"
"2211","M","M","2","21416.50","N","35.653333","9.9","9.17","8.53","1","0","CC","FreeLocal","Intnl_discount","27.61","4","F"
"2215","M","M","2","78554.20","N","16.70","5.59","7.26","23.03","1","0","Auto","Budget","Standard","35.88","3","F"
"2216","F","M","2","38215.90","N","30.886667","0","0.00","0.97","8","0","Auto","Budget","Standard","0.97","4","F"
"2217","F","M","1","13829.40","N","21.00","35","0.00","160.42","1","0","CC","FreeLocal","Standard","176.61","1","T"
"2218","F","M","2","49745.30","N","47.966667","2.84","0.00","24.44","2","0","CH","Budget","Intnl_discount","27.28","4","F"
"2220","F","M","2","88427.00","N","13.86","22.46","4.16","43.34","1","0","CC","Budget","Standard","69.97","3","F"
"2221","F","M","2","98003.70","Y","26.273333","1.03","0.00","83.39","3","0","CC","FreeLocal","Intnl_discount","84.42","4","F"
"2222","M","S","0","89142.70","N","53.693333","3.76","8.13","5.01","2","0","CC","Budget","Intnl_discount","16.91","3","T"
"2223","F","S","0","74530.80","N","63.086667","20.89","0.49","106.50","5","0","Auto","FreeLocal","Intnl_discount","127.89","4","F"
"2225","F","S","0","38000.00","N","24.00","39","0.00","262.91","0","0","CC","Budget","Standard","265.78","3","T"
"2230","F","M","2","76289.20","N","48.206667","22.2","0.00","82.43","0","0","CC","Budget","Intnl_discount","104.63","4","F"
"2232","M","M","1","66931.90","N","63.933333","11.72","0.39","5.35","0","0","CC","Budget","Standard","17.46","1","T"
"2233","M","M","2","9309.57","Y","25.44","8.56","0.00","99.73","2","0","CC","FreeLocal","Standard","108.30","1","F"
"2234","F","M","1","32962.60","N","23.00","59","0.00","26.78","6","0","Auto","FreeLocal","Intnl_discount","48.08","1","T"
"2235","F","S","0","42000.00","N","24.00","43","0.00","154.77","1","0","CC","Budget","Intnl_discount","168.28","4","T"
"2236","F","S","0","43000.00","N","21.00","42","0.00","61.44","1","0","CC","Budget","Standard","65.79","3","T"
"2237","F","S","2","42000.00","N","22.00","45","0.00","35.73","1","0","Auto","Budget","Standard","41.78","3","T"
"2238","F","S","0","77726.40","N","56.72","14","0.00","9.51","2","0","Auto","Budget","Intnl_discount","23.52","2","F"
"2239","F","S","2","37000.00","N","23.00","29","2.22","38.18","1","0","CC","FreeLocal","Standard","62.95","3","T"
"2240","F","S","1","2800.68","N","45.673333","28.45","0.00","106.30","1","0","CC","Budget","Standard","134.75","4","T"
"2243","F","M","2","90271.60","N","44.926667","13.96","0.00","96.43","8","0","CC","FreeLocal","Standard",,"3","F"
"2247","F","M","2","64816.60","Y","31.126667","21","0.00","6.87","1","0","CC","Budget","Standard","27.87","4","F"
"2248","F","M","2","98217.10","N","44.98","29.49","0.00","13.24","2","0","CC","FreeLocal","Standard","42.74","3","F"
"2251","F","S","0","15989.30","N","61.693333","3.67","0.00","25.49","1","1","CC","Budget","Intnl_discount","29.17","2","T"
"2252","M","M","1","92148.50","Y","28.00","4","0.00","100.90","0","0","CC","Budget","Intnl_discount","113.68","2","F"
"2253","M","M","0","96681.00","Y","19.76","5","7.66","40.92","0","0","CC","Budget","Standard","73.76","2","F"
"2254","M","S","0","62705.90","Y","33.00","7","0.00","6.81","0","0","CC","FreeLocal","Intnl_discount","33.44","2","F"
"2255","M","S","0","80221.20","N","29.026667","0.91","0.00","49.56","0","0","Auto","FreeLocal","Standard","50.48","2","F"
"2256","M","S","0","84479.20","N","33.00","9","0.00","43.01","0","0","CC","FreeLocal","Standard","56.23","2","F"
"2257","M","S","1","84978.10","N","21.64","5.03","7.68","76.07","0","0","CH","FreeLocal","Intnl_discount","88.79","1","T"
"2258","F","M","2","36647.90","N","49.986667","21.41","0.00","85.96","0","0","CC","Budget","Intnl_discount","107.38","1","T"
"2259","F","S","0","64319.20","N","41.226667","3.01","0.00","37.15","0","0","CH","Budget","Intnl_discount","40.16","1","T"
"2260","F","S","1","73338.00","N","48.246667","20.92","0.00","9.01","0","0","Auto","Budget","Intnl_discount","29.93","4","F"
"2261","F","S","0","433.74","N","60.746667","3.3","0.00","40.91","0","0","CC","FreeLocal","Standard","44.22","2","T"
"2262","F","M","2","16962.20","N","45.36","18.6","0.00","8.96","0","0","CC","Budget","Standard","27.57","1","F"
"2264","M","M","2","10708.30","N","26.026667","20.83","4.85","117.26","0","0","CH","Budget","Intnl_discount","142.95","4","F"
"2267","F","M","0","2031.61","N","20.30","21.64","0.00","87.40","1","0","CC","Budget","Standard","109.04","2","T"
"2270","F","S","2","16938.50","N","70.00","13.35","0.00","8.76","0","0","CH","FreeLocal","Standard","22.11","1","F"
"2273","F","M","0","55221.00","N","55.00","0.49","0.00","15.20","0","0","CC","FreeLocal","Standard","15.69","1","F"
"2274","F","M","1","8073.11","N","52.00","28.7","0.00","60.35","0","0","Auto","FreeLocal","Standard","89.05","2","F"
"2275","M","M","1","95448.60","Y","53.68","24.24","0.00","5.21","0","0","CH","Budget","Standard","29.46","4","F"
"2276","M","S","1","24141.50","Y","17.006667","28.82","0.00","97.05","0","0","CC","FreeLocal","Standard","125.87","1","T"
"2277","M","S","2","63152.60","Y","63.173333","29.93","0.00","40.07","0","0","CC","Budget","Intnl_discount","70.01","3","F"
"2279","M","S","2","72084.70","N","55.64","29.11","0.00","9.02","0","0","CC","Budget","Intnl_discount","38.13","3","F"
"2280","F","S","0","42760.50","N","42.00","13.47","0.00","40.23","0","0","CC","Budget","Standard","53.70","2","F"
"2281","F","S","1","49072.00","N","43.00","23.5","0.00","10.74","0","0","Auto","Budget","Intnl_discount","34.25","3","F"
"2282","F","M","0","27371.80","Y","46.00","16.14","0.00","126.55","0","0","CC","FreeLocal","Standard","142.70","4","F"
"2285","M","M","0","71472.90","N","41.913333","16.02","0.00","114.20","0","0","CH","Budget","Standard","130.22","3","T"
"2286","F","M","0","95405.70","N","46.00","7.74","0.00","6.21","1","0","CC","Budget","Standard","13.96","2","F"
"2287","F","S","0","95786.80","Y","47.00","21.33","0.00","87.46","1","0","CC","Budget","Standard","108.79","3","F"
"2289","M","S","0","90321.60","N","55.113333","0.87","0.00","11.52","8","0","CH","FreeLocal","Intnl_discount","12.39","4","T"
"2290","M","S","0","90478.60","N","54.553333","18.02","0.00","136.47","1","0","CC","FreeLocal","Standard","154.49","3","T"
"2291","F","M","2","56187.00","N","48.00","8.09","0.00","13.74","2","0","CH","Budget","Standard","21.83","2","F"
"2294","F","S","1","32098.00","N","24.393333","23.56","0.00","206.08","1","0","CC","Budget","Intnl_discount","229.64","1","T"
"2300","M","M","2","53010.80","N","18.84","12.45","0.00","46.42","0","4","CC","FreeLocal","Standard","58.87","1","F"
"2301","M","M","1","75004.50","N","64.80","26.52","0.00","32.19","0","0","CC","Budget","Intnl_discount","58.72","4","F"
"2304","M","M","0","19749.30","N","60.366667","20.22","0.00","13.94","0","0","CC","Budget","Standard","34.17","4","F"
"2305","M","S","1","57626.90","Y","43.906667","9.38","0.00","38.96","0","0","CC","Budget","Standard","48.35","3","F"
"2306","M","M","2","20078.00","N","32.846667","9.65","0.00","6.33","0","0","CC","Budget","Intnl_discount","15.98","1","F"
"2307","F","M","2","47902.00","N","26.033333","17.44","4.94","49.92","0","1","Auto","FreeLocal","Standard","72.31","3","F"
"2308","M","M","1","7545.96","Y","16.753333","22.39","0.00","178.36","0","0","CC","Budget","Standard","200.75","1","T"
"2312","M","S","2","89459.90","N","53.28","1da1.54","1.61","22.90","0","0","CC","FreeLocal","Standard","36.05","4","T"
"2315","F","S","1","13576.50","N","39.426667","14.83","0.00","25.66","0","0","CC","Budget","Standard","40.49","1","T"
"2317","F","M","2","42031.80","N","50.753333","20.45","0.00","39.33","0","0","CH","Budget","Intnl_discount","59.78","2","F"
"2322","M","S","2","43634.50","N","21.78","29.44","9.42","104.64","0","0","CC","Budget","Standard","143.50","3","T"
"2326","F","S","1","13109.10","N","62.606667","22.38","0.00","40.48","3","0","Auto","Budget","Standard","62.87","2","T"
"2327","M","S","1","92647.50","N","56.046667","16.04","5.74","10.34","2","0","CC","Budget","Standard","32.13","4","T"
"2328","F","S","2","21021.60","Y","62.753333","3.75","0.00","11.19","5","0","CC","Budget","Standard","14.95","3","T"
"2329","M","S","0","74460.70","Y","55.34","25.53","0.99","179.93","0","0","CC","FreeLocal","Standard","206.46","1","T"
"2331","F","S","2","28787.40","N","41.666667","27.97","0.00","58.09","0","0","Auto","Budget","Standard","86.06","1","T"
"2334","M","M","1","13091.60","N","59.126667","22.79","0.00","20.26","0","0","CC","Budget","Intnl_discount","43.06","4","F"
"2337","F","M","2","62061.80","Y","45.92","29.86","0.00","52.22","2","0","Auto","FreeLocal","Standard","82.08","2","F"
"2338","F","M","1","20550.90","Y","22.12","27.72","0.86","57.06","6","0","CC","Budget","Standard","85.64","1","T"
"2341","M","M","2","1765.41","N","18.766667","3.04","0.00","44.95","1","0","CC","FreeLocal","Standard","47.99","4","F"
"2342","F","S","2","19131.10","N","56.186667","22.15","0.00","34.91","1","0","Auto","Budget","Standard","57.07","3","T"
"2347","M","S","2","43634.50","N","21.78","29.44","9.42","104.64","1","0","CC","Budget","Standard","143.50","1","T"
"2351","F","S","1","13109.10","N","62.606667","22.38","0.00","40.48","2","0","Auto","Budget","Standard","62.87","2","T"
"2352","M","S","1","92647.50","N","56.046667","16.04","5.74","10.34","1","0","CC","Budget","Standard","32.13","1","T"
"2353","F","S","2","21021.60","Y","62.753333","3.75","0.00","11.19","1","0","CC","Budget","Standard","14.95","4","T"
"2354","M","S","0","74460.70","Y","55.34","25.53","0.99","179.93","8","0","CC","FreeLocal","Standard","206.46","3","T"
"2356","F","S","2","28787.40","N","41.666667","27.97","0.00","58.09","1","0","Auto","Budget","Standard","86.06","4","T"
"2359","M","M","1","13091.60","N","59.126667","22.79","0.00","20.26","2","0","CC","Budget","Intnl_discount","43.06","2","F"
"2362","F","M","2","62061.80","Y","45.92","29.86","0.00","52.22","1","0","Auto","FreeLocal","Standard","82.08","4","F"
"2363","F","M","1","20550.90","Y","22.12","27.72","0.86","57.06","3","0","CC","Budget","Standard","85.64","4","T"
"2366","M","M","2","1765.41","N","18.766667","3.04","0.00","44.95","2","0","CC","FreeLocal","Standard","47.99","4","F"
"2367","F","S","2","19131.10","N","56.186667","22.15","0.00","34.91","5","0","Auto","Budget","Standard","57.07","4","T"
"2371","F","S","2","6440.46","Y","41.00","22.66","0.00","27.20","0","0","CH","Budget","Standard","49.86","4","F"
"2372","M","M","1","63900.90","N","28.333333","8.36","0.00","39.04","0","0","CC","Budget","Standard","47.40","2","F"
"2373","M","M","2","28766.90","N","46.84","6.11","0.00","58.08","0","0","CC","Budget","Standard","64.20","1","F"
"2377","M","S","0","72928.20","N","38.733333","7.45","0.00","196.22","2","0","CC","Budget","Standard","203.67","2","F"
"2378","M","M","2","91272.20","Y","25.033333","26.99","0.00","13.01","6","0","CC","FreeLocal","Standard","40.00","2","F"
"2383","F","S","0","73228.30","N","43.00","22.47","0.00","28.11","1","0","Auto","Budget","Standard","50.58","2","F"
"2386","M","M","1","64792.30","N","52.146667","13.05","1.51","36.84","1","0","CH","FreeLocal","Standard","51.41","4","T"
"2388","F","S","0","93322.10","Y","40.313333","29.92","0.00","8.79","1","0","CH","Budget","Intnl_discount","38.72","1","T"
"2391","M","M","2","49910.70","Y","51.52","27.42","0.00","23.72","2","0","CC","Budget","Standard","51.14","3","F"
"2392","M","M","0","76161.40","Y","44.573333","11.96","0.00","25.58","1","0","CC","FreeLocal","Standard","37.55","1","T"
"2393","F","M","2","55860.00","Y","14.573333","16.01","0.00","10.35","1","0","CC","FreeLocal","Intnl_discount","26.37","1","F"
"2400","M","M","2","57360.80","Y","53.253333","10.36","0.00","57.25","8","0","CC","FreeLocal","Standard","67.61","1","F"
"2401","M","M","0","92414.70","Y","45.513333","29.43","0.00","10.62","1","0","CC","FreeLocal","Standard","40.06","3","T"
"2403","F","S","2","14578.80","Y","60.933333","11.91","0.00","95.10","2","0","Auto","Budget","Standard","107.02","2","T"
"2404","F","M","2","87578.20","Y","53.366667","0.29","0.00","22.15","1","0","CC","Budget","Standard","22.44","3","F"
"2405","F","M","2","86695.40","N","13.906667","25.94","0.00","32.09","0","0","CC","FreeLocal","Standard","58.03","1","F"
"2409","F","M","0","77000.00","N","42.00","29.64","0.00","90.18","0","4","Auto","FreeLocal","Intnl_discount","119.82","2","F"
"2410","M","M","1","2067.82","N","47.853333","15.25","0.00","70.65","0","0","CC","Budget","Intnl_discount","85.90","4","F"
"2413","M","M","2","30665.20","Y","22.88","5.83","8.32","63.28","0","0","Auto","FreeLocal","Standard","77.44","1","F"
"2414","F","M","1","83287.00","Y","52.00","6.08","0.00","30.95","0","0","Auto","FreeLocal","Intnl_discount","37.04","1","F"
"2415","F","M","1","98680.40","Y","48.00","17.58","0.00","8.85","0","0","CH","FreeLocal","Intnl_discount","26.44","3","F"
"2416","M","M","1","65619.70","Y","52.646667","13.56","0.00","144.66","0","0","CC","Budget","Standard","158.22","2","T"
"2417","F","M","1","95620.30","Y","52.646667","10.91","0.00","93.61","0","0","CC","Budget","Standard","104.53","3","F"
"2418","F","S","0","85275.00","N","62.00","22.48","0.00","151.61","0","0","Auto","FreeLocal","Intnl_discount","174.09","1","F"
"2419","F","M","1","66921.40","Y","70.00","15.7","0.00","8.97","0","0","CC","FreeLocal","Intnl_discount","24.67","4","F"
"2420","F","M","1","98453.60","Y","61.00","13.72","0.00","11.65","0","0","Auto","FreeLocal","Standard","25.38","2","F"
"2422","F","S","2","57420.00","Y","52.00","25.18","0.00","252.53","0","1","Auto","Budget","Standard","277.72","3","F"
"2423","M","M","0","70000.00","N","55.00","3.93","3.73","26.69","1","1","CH","FreeLocal","Standard","34.35","1","T"
"2424","M","M","2","47639.10","N","41.00","17.48","0.00","39.62","0","0","CC","Budget","Intnl_discount","57.11","2","F"
"2427","F","S","0","39461.00","N","22.226667","22.87","0.28","103.52","0","1","CC","FreeLocal","Standard","126.68","1","T"
"2428","M","M","1","47371.00","Y","54.96","4.98","7.69","258.29","0","0","CC","Budget","Intnl_discount","270.97","4","F"
"2429","F","S","0","89813.60","N","12.846667","14.94","1.96","149.26","0","0","CC","FreeLocal","Intnl_discount","166.18","4","F"
"2431","M","S","1","16432.10","Y","20.92","20.41","8.89","80.47","0","0","CH","Budget","Intnl_discount","109.78","1","T"
"2434","F","S","1","540.40","Y","39.213333","12.34","0.00","7.75","0","0","Auto","Budget","Intnl_discount","20.10","2","T"
"2436","F","M","2","80087.70","N","41.92","8.74","0.00","22.82","0","0","CC","FreeLocal","Standard","31.56","3","F"
"2437","F","M","2","59691.30","N","38.04","21.94","0.00","256.70","0","0","CC","Budget","Standard","278.65","4","F"
"2438","F","S","2","11251.10","Y","41.00","28.42","0.00","113.48","0","0","CC","FreeLocal","Standard","141.91","2","T"
"2442","F","S","2","93559.10","N","57.62","1.52","0.00","29.90","0","0","CC","Budget","Standard","31.42","4","F"
"2443","F","S","2","3416.62","Y","22.76","18.97","0.00","104.73","0","0","CC","Budget","Standard","123.70","3","T"
"2444","F","D","1","93454.30","Y","48.533333","18.94","0.00","25.18","1","0","Auto","FreeLocal","Standard","44.13","4","F"
"2445","M","M","0","5745.00","Y","15.38","26.4","0.00","17.71","1","0","CC","FreeLocal","Standard","44.11","1","T"
"2451","F","M","1","13829.40","N","24.00","45","0.00","8.84","8","0","CH","FreeLocal","Standard","34.61","1","T"
"2452","F","M","2","11234.70","Y","49.046667","0.69","0.00","112.72","1","0","CC","Budget","Standard","113.42","4","F"
"2454","F","M","1","82931.30","N","64.64","19.24","0.00","118.00","2","0","Auto","FreeLocal","Standard","137.25","1","F"
"2455","F","M","2","57483.90","N","44.026667","17.01","0.00","27.29","1","0","CH","Budget","Standard","44.30","3","F"
"2457","F","S","2","21274.00","N","45.526667","10.87","0.00","32.43","0","0","Auto","FreeLocal","Standard","43.31","3","T"
"2458","F","M","2","28267.00","N","30.093333","21.87","0.00","192.53","0","0","CC","FreeLocal","Standard","214.41","2","F"
"2460","F","M","2","36725.10","N","55.793333","8.65","9.22","77.00","0","0","CH","Budget","Standard","94.88","2","F"
"2464","M","S","1","94188.30","N","57.546667","20.86","0.86","19.78","0","0","CC","Budget","Standard","41.51","4","T"
"2467","F","M","2","91861.00","Y","41.98","15.32","0.00","6.74","0","0","CC","Budget","Standard","22.06","3","F"
"2470","F","S","1","12374.90","Y","33.493333","17.49","0.00","106.10","0","0","Auto","FreeLocal","Standard","123.59","3","T"
"2471","F","M","2","69133.90","Y","26.833333","8.58","0.00","37.73","0","0","CH","FreeLocal","Standard","46.32","4","F"
"2473","F","M","2","84948.00","Y","29.446667","11.14","0.00","12.58","0","0","CH","FreeLocal","Intnl_discount","23.73","1","F"
"2474","F","M","2","30998.80","N","40.96","2.4","0.00","50.50","0","0","Auto","Budget","Standard","52.91","4","F"
"2480","M","M","2","21416.50","N","35.653333","9.9","9.17","8.53","0","0","CC","FreeLocal","Intnl_discount","27.61","3","F"
"2484","M","S","0","78554.20","N","16.70","5.59","7.26","23.03","0","0","Auto","Budget","Standard","35.88","2","F"
"2485","F","M","2","38215.90","N","30.886667","0","0.00","0.97","0","0","Auto","Budget","Standard","0.97","2","F"
"2486","F","M","1","30000.00","N","21.00","33","0.00","160.42","0","0","CC","FreeLocal","Standard","176.61","1","T"
"2487","F","M","2","49745.30","N","47.966667","2.84","0.00","24.44","2","0","CH","Budget","Intnl_discount","27.28","2","F"
"2489","F","M","2","88427.00","N","13.86","22.46","4.16","43.34","6","0","CC","Budget","Standard","69.97","1","F"
