ID,Sex,Region,Children,Est_Income,Car_Owner,Status,Paymethod,LocalBilltype,Customer_Segments,Trips_To_The_Website_Yr,Avg_Spend_Per_Store_Visit,Customer_Loyality_Code,Number_Of_Transactions_Current_Year,Response,Age_BIN
1003,F,1,0,55221,N,M,CC,FreeLocal,High Income Families,3,15.2,1,0,Did Not Respond,3
1004,F,2,1,8073.11,N,M,Auto,FreeLocal,Married No Kids,18,60.35,4,14,Did Not Respond,3
1005,M,1,0,95448.6,Y,M,CH,Budget,Low Value and No Kids,6,5.21,4,12,Did Not Respond,4
1006,M,2,1,24141.5,Y,S,CC,FreeLocal,High Income Families,25,97.05,1,14,Responded,1
1007,M,3,2,63152.6,Y,S,CC,Budget,High Income Families,14,40.07,1,15,Responded,4
1008,M,2,1,31952,N,S,CC,Budget,High Income Families,1,4.87,2,0,Did Not Respond,2
1009,M,3,2,72084.7,N,S,CC,Budget,High Income Families,8,9.02,2,15,Did Not Respond,4
1010,F,1,0,42760.5,N,S,CC,Budget,High Income Families,11,40.23,4,7,Did Not Respond,3
1011,F,2,1,49072,N,S,Auto,Budget,Married No Kids,7,10.74,3,12,Did Not Respond,3
1012,F,1,0,27371.8,Y,M,CC,FreeLocal,High Income Families,29,126.55,3,8,Did Not Respond,4
1016,M,2,1,71472.9,N,M,CH,Budget,Low Value and No Kids,26,114.2,1,8,Responded,3
1017,F,1,0,95405.7,N,M,CC,Budget,High Income Families,3,6.21,3,4,Did Not Respond,3
1018,F,1,0,95786.8,Y,S,CC,Budget,High Income Families,22,87.46,1,11,Did Not Respond,4
1020,M,1,0,90321.6,N,S,CC,FreeLocal,High Income Families,2,11.52,3,0,Responded,4
1021,M,2,1,90478.6,N,D,CC,FreeLocal,High Income Families,31,136.47,4,9,Responded,4
1022,F,3,2,56187,N,M,CH,Budget,Low Value and No Kids,4,13.74,3,4,Did Not Respond,3
1023,M,2,1,28313.1,N,M,CC,Budget,High Income Families,3,6.74,2,3,Did Not Respond,1
1025,F,2,1,41000,N,S,CC,Budget,High Income Families,46,206.08,2,12,Responded,1
1030,M,3,2,29616,N,M,CH,FreeLocal,Low Value and No Kids,15,45.5,4,15,Did Not Respond,3
1032,M,1,0,19732.8,N,M,CC,FreeLocal,High Income Families,9,22.44,1,12,Did Not Respond,3
1035,M,3,2,96.33,N,S,CC,Budget,High Income Families,12,32.88,3,13,Did Not Respond,4
1038,F,3,2,52004.8,N,M,CH,Budget,Low Value and No Kids,6,23.11,2,3,Did Not Respond,1
1041,M,3,2,53010.8,N,M,CC,FreeLocal,High Income Families,12,46.42,4,6,Did Not Respond,1
1042,M,1,0,75004.5,N,M,CC,Budget,High Income Families,12,32.19,1,13,Did Not Respond,5
1045,M,1,0,19749.3,N,M,CC,Budget,High Income Families,7,13.94,2,10,Did Not Respond,4
1046,M,2,1,57626.9,Y,S,CC,Budget,High Income Families,10,38.96,1,5,Did Not Respond,3
1047,M,3,2,20078,N,M,CC,Budget,High Income Families,3,6.33,1,5,Did Not Respond,2
1048,F,3,2,47902,N,M,Auto,FreeLocal,Married No Kids,14,49.92,3,9,Did Not Respond,2
1053,M,2,1,7545.96,Y,M,CC,Budget,High Income Families,40,178.36,2,11,Responded,1
1059,F,1,0,78851.3,N,S,CC,FreeLocal,High Income Families,6,28.66,3,0,Did Not Respond,3
1060,F,2,1,17540.7,Y,S,Auto,Budget,Married No Kids,7,13.45,1,11,Responded,4
1061,F,1,0,83891.9,Y,M,CH,Budget,Low Value and No Kids,15,45.47,4,14,Responded,4
1062,F,3,2,28220.8,N,M,CC,FreeLocal,High Income Families,8,12.46,4,13,Responded,3
1064,F,1,0,28589.1,N,S,CC,FreeLocal,High Income Families,20,87.09,1,7,Responded,1
1066,F,3,2,5237.63,N,M,CC,Budget,High Income Families,16,56.64,3,7,Did Not Respond,3
1069,M,3,2,89459.9,N,S,CC,FreeLocal,High Income Families,7,22.9,2,6,Responded,4
1072,F,2,1,13576.5,N,S,CC,Budget,High Income Families,8,25.66,4,7,Responded,3
1073,F,1,0,81710.9,N,S,CC,FreeLocal,High Income Families,7,15.46,4,10,Did Not Respond,4
1076,F,3,2,67388,N,M,CC,Budget,High Income Families,19,91.04,4,2,Responded,4
1077,F,2,1,57063,Y,M,CH,Budget,Low Value and No Kids,20,81.3,4,8,Did Not Respond,4
1078,F,3,2,84166.1,N,M,CC,Budget,High Income Families,3,11.74,1,2,Responded,4
1079,F,1,0,45612.9,N,S,CC,Budget,High Income Families,65,311.29,4,6,Did Not Respond,1
1084,F,2,1,7737.94,N,S,CC,FreeLocal,High Income Families,12,50.84,4,6,Responded,3
1085,M,3,2,120000,N,S,CH,Budget,Low Value and No Kids,63,293.24,2,11,Responded,3
1086,F,3,2,45287.6,Y,M,CC,Budget,High Income Families,1,2.97,2,0,Did Not Respond,2
1087,F,3,2,59613.1,N,M,CC,Budget,High Income Families,35,163.41,4,6,Responded,2
1089,F,2,1,16326.7,N,S,CC,FreeLocal,High Income Families,0,1.34,2,0,Responded,3
1092,F,3,2,9559.78,N,S,CC,FreeLocal,High Income Families,16,59.59,2,9,Responded,4
1095,F,3,2,42031.8,N,M,CH,Budget,Low Value and No Kids,12,39.33,4,10,Did Not Respond,3
1097,F,3,2,83284.1,Y,M,Auto,FreeLocal,Married No Kids,7,9.04,3,13,Did Not Respond,2
1098,M,2,1,39229.1,N,M,CC,Budget,High Income Families,9,13.53,4,14,Did Not Respond,2
1099,F,2,1,68427.4,N,D,Auto,FreeLocal,Married No Kids,15,50.05,1,12,Did Not Respond,3
1101,M,1,0,3601.71,N,S,Auto,Budget,Married No Kids,25,111.84,4,5,Responded,3
1103,F,1,0,98716.3,N,S,CC,FreeLocal,High Income Families,9,13.92,4,10,Responded,4
1104,F,3,2,66182.7,Y,S,Auto,Budget,Married No Kids,12,47.17,4,6,Did Not Respond,4
1105,F,3,2,84789.3,N,M,CH,FreeLocal,Low Value and No Kids,7,10.45,4,7,Responded,3
1107,F,3,2,35976.5,Y,M,Auto,FreeLocal,Married No Kids,10,31.78,4,9,Responded,3
1108,F,1,0,32703.1,Y,M,CC,Budget,High Income Families,15,56.09,4,8,Responded,5
1110,F,3,2,8204.72,N,M,CH,FreeLocal,Low Value and No Kids,8,24.19,2,8,Did Not Respond,4
1111,M,2,1,97180.4,N,M,CC,FreeLocal,High Income Families,13,45.66,3,4,Responded,3
1112,F,1,0,80405.1,N,M,CC,FreeLocal,High Income Families,6,17.11,4,1,Did Not Respond,4
1113,F,3,2,38280,N,S,Auto,FreeLocal,Married No Kids,17,74.97,2,6,Did Not Respond,2
1114,M,1,0,64136.6,Y,S,CC,FreeLocal,High Income Families,28,125.15,1,8,Responded,4
1116,F,3,2,45429.7,Y,M,CH,FreeLocal,Low Value and No Kids,20,73.04,2,12,Responded,4
1118,F,1,0,25285.5,N,S,CC,FreeLocal,High Income Families,4,11.93,3,5,Responded,4
1119,F,3,2,77551.1,Y,M,CC,Budget,High Income Families,12,41.89,3,10,Did Not Respond,2
1120,F,1,0,38538.4,N,M,CC,FreeLocal,High Income Families,10,16.48,1,11,Responded,1
1127,M,1,0,92881.8,N,M,CC,FreeLocal,High Income Families,19,85.29,2,1,Did Not Respond,1
1128,M,3,2,43634.5,N,S,CC,Budget,High Income Families,29,104.64,2,15,Responded,1
1132,F,2,1,13109.1,N,S,Auto,Budget,Married No Kids,13,40.48,1,11,Responded,4
1133,M,2,1,92647.5,N,S,CC,Budget,High Income Families,6,10.34,2,8,Responded,4
1134,M,3,2,21021.6,Y,S,CC,Budget,High Income Families,3,11.19,2,1,Did Not Respond,4
1135,M,1,0,74460.7,Y,S,CC,FreeLocal,High Income Families,41,179.93,2,13,Responded,4
1138,F,3,2,28787.4,N,S,Auto,Budget,Married No Kids,17,58.09,1,14,Responded,3
1141,M,2,1,13091.6,N,M,CC,Budget,High Income Families,9,20.26,4,11,Did Not Respond,4
1144,F,3,2,62061.8,Y,M,Auto,FreeLocal,Married No Kids,16,52.22,1,15,Did Not Respond,3
1145,F,2,1,20550.9,Y,M,CC,Budget,High Income Families,17,57.06,1,14,Responded,1
1148,M,3,2,1765.41,N,M,CC,FreeLocal,High Income Families,10,44.95,4,2,Did Not Respond,1
1151,F,3,2,19131.1,N,S,Auto,Budget,Married No Kids,11,34.91,2,11,Responded,4
1157,M,3,2,42750.3,Y,M,Auto,Budget,Married No Kids,27,112.4,2,10,Responded,3
1159,F,3,2,2842.55,N,S,Auto,Budget,Married No Kids,0,0.79,4,0,Did Not Respond,3
1160,M,3,2,22358.1,N,M,CC,Budget,High Income Families,6,12.19,3,8,Did Not Respond,4
1162,M,1,0,47870.8,Y,M,CC,FreeLocal,High Income Families,3,12.48,2,1,Did Not Respond,2
1163,F,3,2,6440.46,Y,S,CH,Budget,Low Value and No Kids,10,27.2,2,11,Did Not Respond,3
1164,F,1,0,7325.5,N,S,CC,FreeLocal,High Income Families,38,161.54,3,14,Responded,2
1166,M,3,2,28766.9,N,M,CC,Budget,High Income Families,13,58.08,1,3,Did Not Respond,3
1171,M,1,0,72928.2,N,S,CC,Budget,High Income Families,41,196.22,2,4,Did Not Respond,3
1172,M,3,2,91272.2,Y,M,CC,FreeLocal,High Income Families,8,13.01,1,13,Did Not Respond,1
1178,M,1,0,65000,Y,S,Auto,FreeLocal,Married No Kids,27,115.66,1,6,Responded,4
1182,M,3,2,1406.05,Y,M,CC,Budget,High Income Families,5,15.17,1,6,Did Not Respond,1
1184,F,1,0,73228.3,N,S,Auto,Budget,Married No Kids,10,28.11,3,11,Did Not Respond,3
1185,F,3,2,76231.9,N,S,Auto,FreeLocal,Married No Kids,31,150.75,3,1,Did Not Respond,4
1190,M,2,1,64792.3,N,M,CH,FreeLocal,Low Value and No Kids,10,36.84,1,7,Did Not Respond,4
1193,F,1,0,93322.1,Y,S,CH,Budget,Low Value and No Kids,8,8.79,1,15,Responded,3
1198,M,2,1,63437.3,N,M,CC,Budget,High Income Families,3,10.94,4,0,Responded,4
1202,M,3,2,49910.7,Y,M,CC,Budget,High Income Families,10,23.72,4,14,Did Not Respond,4
1204,M,2,1,76161.4,Y,M,CC,FreeLocal,High Income Families,8,25.58,3,6,Responded,3
1205,F,3,2,55860,Y,M,CC,FreeLocal,High Income Families,5,10.35,1,8,Did Not Respond,1
1206,F,2,1,12686,N,S,Auto,Budget,Married No Kids,21,80.64,4,12,Responded,5
1214,M,3,2,57360.8,Y,M,CC,FreeLocal,High Income Families,14,57.25,1,5,Did Not Respond,4
1215,M,1,0,92414.7,Y,M,CC,FreeLocal,High Income Families,8,10.62,1,15,Responded,3
1216,M,1,0,60102.7,N,M,CH,FreeLocal,Low Value and No Kids,14,62.44,3,5,Responded,3
1218,F,3,2,17888.7,N,M,CC,Budget,High Income Families,72,332.46,2,15,Did Not Respond,4
1219,F,2,1,12526.3,N,S,CC,FreeLocal,High Income Families,8,28.86,3,6,Responded,4
1222,F,3,2,14578.8,Y,S,Auto,Budget,Married No Kids,21,95.1,1,6,Responded,4
1225,M,1,0,78572.2,Y,M,CC,FreeLocal,High Income Families,10,29.28,1,11,Responded,3
1226,M,2,1,3933.74,N,M,CC,Budget,High Income Families,12,47.91,2,5,Did Not Respond,1
1227,F,3,2,48238.8,N,M,CC,FreeLocal,High Income Families,38,168.03,1,12,Did Not Respond,2
1229,F,1,0,28770.9,N,M,CH,FreeLocal,Low Value and No Kids,10,16.27,3,14,Responded,1
1230,F,3,2,87578.2,Y,M,CC,Budget,High Income Families,4,22.15,4,0,Did Not Respond,4
1231,F,3,2,86695.4,N,M,CC,FreeLocal,High Income Families,12,32.09,1,13,Did Not Respond,1
1233,F,3,2,76791.2,N,S,CC,Budget,High Income Families,9,23,3,10,Did Not Respond,3
1237,F,2,1,30763.8,Y,S,CC,Budget,High Income Families,11,35.85,3,11,Responded,1
1238,F,3,2,3193.6,N,M,CH,Budget,Low Value and No Kids,24,114.62,3,2,Did Not Respond,4
1239,M,2,1,69680.9,N,M,CC,FreeLocal,High Income Families,8,32.12,2,4,Did Not Respond,1
1242,F,1,0,77000,N,M,Auto,FreeLocal,Married No Kids,24,90.18,4,15,Did Not Respond,4
1243,M,1,0,2056.06,Y,D,Auto,Budget,Married No Kids,12,27.75,3,12,Did Not Respond,1
1244,F,3,2,7776.6,N,M,CC,FreeLocal,High Income Families,19,68.33,1,13,Did Not Respond,2
1245,M,2,1,2067.82,N,M,CC,Budget,High Income Families,17,70.65,4,8,Did Not Respond,3
1246,M,1,0,78000,N,S,CC,Budget,High Income Families,4,8.49,4,2,Responded,3
1248,F,3,2,69343.3,N,M,CC,FreeLocal,High Income Families,4,15.54,1,3,Did Not Respond,3
1249,F,1,0,83287,N,M,Auto,Budget,Married No Kids,5,23.89,3,0,Did Not Respond,3
1252,F,1,0,14932.5,N,M,CC,Budget,High Income Families,2,6.5,3,2,Did Not Respond,5
1253,F,1,0,27498.1,N,S,CC,Budget,High Income Families,2,9.88,2,1,Did Not Respond,5
1255,F,3,2,21419.9,N,M,CC,FreeLocal,High Income Families,26,103.12,4,13,Did Not Respond,4
1256,F,3,2,30665.2,Y,M,Auto,FreeLocal,Married No Kids,15,63.28,3,3,Did Not Respond,1
1257,F,2,1,68000,Y,M,Auto,FreeLocal,Married No Kids,7,30.95,1,3,Did Not Respond,3
1258,F,3,2,50561.3,N,M,CH,Budget,Low Value and No Kids,26,113.31,3,8,Did Not Respond,4
1260,F,3,2,23464,Y,S,CC,Budget,High Income Families,13,41.71,3,11,Responded,4
1261,F,3,2,194.57,N,M,CC,FreeLocal,High Income Families,13,38.95,4,14,Did Not Respond,3
1262,F,2,1,98680.4,Y,M,CH,FreeLocal,Low Value and No Kids,5,8.85,1,9,Did Not Respond,4
1263,M,1,0,65619.7,Y,M,CC,Budget,High Income Families,32,144.66,3,7,Responded,3
1264,F,2,1,95620.3,Y,M,CC,Budget,High Income Families,21,93.61,3,5,Did Not Respond,3
1265,F,2,1,85275,N,D,Auto,FreeLocal,Married No Kids,35,151.61,3,11,Responded,5
1266,F,2,1,66921.4,Y,M,CC,FreeLocal,High Income Families,5,8.97,3,8,Did Not Respond,4
1267,F,2,1,98453.6,Y,M,Auto,FreeLocal,Married No Kids,5,11.65,2,7,Did Not Respond,4
1268,F,3,2,94026.8,Y,M,CC,FreeLocal,High Income Families,7,10.62,3,13,Did Not Respond,2
1270,F,3,2,57420,Y,S,Auto,Budget,Married No Kids,56,252.53,3,13,Did Not Respond,3
1271,M,1,0,80000,N,M,CC,FreeLocal,High Income Families,7,26.69,1,2,Responded,4
1273,M,3,2,47639.1,N,M,CC,Budget,High Income Families,11,39.62,4,9,Did Not Respond,4
1274,F,3,2,63234.5,Y,M,CH,FreeLocal,Low Value and No Kids,0,1.16,4,0,Did Not Respond,4
1275,F,3,2,46945,N,S,CC,Budget,High Income Families,10,26.01,2,9,Did Not Respond,5
1276,M,1,0,3911.9,N,M,CC,Budget,High Income Families,8,25.14,1,3,Did Not Respond,4
1277,F,1,0,71816.1,Y,M,CC,FreeLocal,High Income Families,10,25.26,4,13,Did Not Respond,4
1278,F,3,2,18296.4,Y,M,CC,FreeLocal,High Income Families,2,10.39,1,0,Did Not Respond,3
1279,F,1,0,39461,N,S,CC,FreeLocal,High Income Families,25,103.52,2,11,Responded,1
1280,F,2,1,71502.5,N,M,CC,FreeLocal,High Income Families,0,0.68,2,0,Did Not Respond,4
1281,F,2,1,66000,N,S,Auto,FreeLocal,Married No Kids,17,63.29,4,11,Responded,4
1282,F,2,1,95011.5,N,M,CC,FreeLocal,High Income Families,1,2.83,2,0,Did Not Respond,4
1283,M,2,1,47371,Y,M,CC,Budget,High Income Families,54,258.29,2,2,Did Not Respond,4
1284,F,3,2,52957,Y,M,CH,FreeLocal,Low Value and No Kids,30,125.52,4,13,Did Not Respond,3
1285,F,3,2,86747.1,N,S,Auto,Budget,Married No Kids,11,37.24,3,10,Did Not Respond,5
1286,F,1,0,57942.4,N,M,CH,Budget,Low Value and No Kids,25,105.33,3,10,Did Not Respond,3
1287,F,2,1,87404.6,N,M,Auto,Budget,Married No Kids,32,139.2,4,11,Did Not Respond,4
1288,M,3,2,20919,N,S,CC,FreeLocal,High Income Families,33,153.36,1,3,Did Not Respond,4
1289,F,3,2,85394,Y,M,Auto,Budget,Married No Kids,7,14.38,4,10,Did Not Respond,1
1290,F,1,0,2121.36,N,S,CC,FreeLocal,High Income Families,8,36.78,1,1,Responded,3
1291,F,3,2,63566.1,Y,M,CH,Budget,Low Value and No Kids,15,65.09,3,4,Did Not Respond,4
1292,F,1,0,52089.6,N,M,CC,FreeLocal,High Income Families,5,13.05,2,5,Did Not Respond,3
1293,F,2,1,58328.8,N,S,CC,FreeLocal,High Income Families,26,123.88,3,4,Did Not Respond,5
1294,F,1,0,89813.6,N,S,CC,FreeLocal,High Income Families,33,149.26,4,7,Did Not Respond,1
1295,F,3,2,25738.4,N,M,CH,Budget,Low Value and No Kids,10,19.2,2,10,Did Not Respond,3
1296,F,3,2,82644.2,Y,M,CC,FreeLocal,High Income Families,8,19.88,2,11,Did Not Respond,2
1297,F,2,1,27783.6,N,S,CC,FreeLocal,High Income Families,6,18.07,2,2,Responded,1
1298,F,2,1,86252.8,Y,S,CC,Budget,High Income Families,9,43.97,4,1,Did Not Respond,4
1299,F,2,1,38738.3,N,M,CC,Budget,High Income Families,12,48.18,1,6,Did Not Respond,4
1300,F,3,2,60485.5,N,M,Auto,Budget,Married No Kids,8,28.7,4,6,Did Not Respond,3
1301,F,2,1,56722.8,N,M,CC,FreeLocal,High Income Families,15,51.17,4,9,Responded,4
1302,F,1,0,55000,N,M,CC,FreeLocal,High Income Families,6,28.66,4,0,Responded,3
1303,F,3,2,809.43,Y,M,CH,FreeLocal,Low Value and No Kids,1,2.89,1,0,Responded,2
1304,M,2,1,76529.8,N,S,CC,Budget,High Income Families,9,20.05,2,9,Responded,4
1305,F,3,2,34577.7,N,M,CH,Budget,Low Value and No Kids,29,116.57,2,15,Did Not Respond,4
1306,M,1,0,23000,Y,M,CH,Budget,Low Value and No Kids,15,45.47,4,14,Responded,4
1307,F,1,0,77000,N,M,Auto,Budget,Married No Kids,15,45.46,1,14,Did Not Respond,4
1308,F,3,2,19008.4,Y,S,CC,FreeLocal,High Income Families,30,137.19,1,5,Responded,4
1309,F,1,0,98056.3,N,M,Auto,FreeLocal,Married No Kids,30,126.96,3,12,Did Not Respond,4
1310,M,1,0,73400,Y,M,CH,Budget,Low Value and No Kids,0,2.21,1,0,Responded,4
1311,F,1,0,53432.2,Y,M,CH,FreeLocal,Low Value and No Kids,19,83.48,1,6,Did Not Respond,4
1312,M,1,0,78894.2,N,M,CH,Budget,Low Value and No Kids,9,43.23,3,1,Responded,4
1313,M,2,1,16432.1,Y,S,CH,Budget,Low Value and No Kids,22,80.47,3,10,Responded,1
1314,M,1,0,62797.9,N,M,CH,Budget,Low Value and No Kids,14,55.48,3,4,Responded,4
1315,M,2,1,71329.9,Y,S,CC,Budget,High Income Families,13,45.92,1,7,Responded,3
1316,F,1,0,91498.9,N,S,CC,Budget,High Income Families,9,25.35,2,11,Did Not Respond,4
1317,M,1,0,3601.71,N,S,Auto,Budget,Married No Kids,25,111.84,4,5,Responded,3
1318,F,2,1,33084.3,Y,S,CH,Budget,Low Value and No Kids,25,105.28,1,10,Did Not Respond,3
1319,F,1,0,20913.6,N,S,CC,FreeLocal,High Income Families,19,65.77,1,11,Responded,4
1320,M,1,0,62724.5,Y,M,Auto,FreeLocal,Married No Kids,17,52.4,4,11,Did Not Respond,4
1321,F,2,1,49553.9,Y,S,CC,FreeLocal,High Income Families,16,48.6,1,15,Did Not Respond,3
1322,F,2,1,540.4,Y,S,Auto,Budget,Married No Kids,4,7.75,4,6,Responded,3
1323,F,1,0,57255.4,N,M,CC,FreeLocal,High Income Families,21,78.37,1,14,Responded,2
1324,F,2,1,71941.5,Y,S,CH,FreeLocal,Low Value and No Kids,21,87.88,3,4,Did Not Respond,3
1325,F,3,2,72583,Y,S,CH,FreeLocal,Low Value and No Kids,8,27.12,2,3,Responded,1
1326,M,3,2,67339.8,N,M,CC,FreeLocal,High Income Families,16,48.69,3,14,Did Not Respond,1
1327,F,2,1,88759.5,N,M,CC,FreeLocal,High Income Families,29,114.62,2,15,Did Not Respond,4
1328,M,2,1,75799.9,N,M,CC,FreeLocal,High Income Families,19,64.8,2,11,Responded,3
1329,F,3,2,15688.5,N,S,CC,Budget,High Income Families,4,8.03,1,7,Responded,4
1330,F,1,0,43382.3,N,S,CH,FreeLocal,Low Value and No Kids,28,99.94,4,15,Responded,1
1331,M,1,0,2805.01,Y,S,CC,FreeLocal,High Income Families,8,11.68,1,10,Responded,1
1332,F,1,0,5185.31,N,S,CC,FreeLocal,High Income Families,11,30.51,3,8,Responded,4
1333,F,1,0,42000,N,S,CC,Budget,High Income Families,27,108.44,2,13,Responded,1
1334,F,1,0,38000,N,S,CH,Budget,Low Value and No Kids,21,75.27,2,11,Responded,1
1335,F,2,1,81641.2,Y,M,CC,FreeLocal,High Income Families,20,78.21,2,7,Responded,1
1336,F,3,2,80087.7,N,M,CC,FreeLocal,High Income Families,6,22.82,4,4,Did Not Respond,3
1337,F,3,2,59691.3,N,M,CC,Budget,High Income Families,56,256.7,3,11,Responded,2
1339,F,3,2,11251.1,Y,S,CC,FreeLocal,High Income Families,28,113.48,2,14,Responded,3
1341,M,1,0,70908.7,N,M,CC,FreeLocal,High Income Families,11,43.2,1,4,Responded,3
1342,M,1,0,94928.3,N,S,CC,FreeLocal,High Income Families,19,73.74,1,7,Responded,3
1344,F,3,2,50622.3,N,M,Auto,FreeLocal,Married No Kids,23,90.19,3,10,Did Not Respond,3
1346,M,1,0,78000,Y,M,CH,FreeLocal,Low Value and No Kids,8,18.84,2,8,Responded,3
1350,M,2,1,78000,Y,M,CH,Budget,Low Value and No Kids,18,62.81,2,15,Responded,4
1352,F,3,2,93559.1,N,S,CC,Budget,High Income Families,6,29.9,4,1,Did Not Respond,4
1353,F,2,1,56722.8,N,M,CC,FreeLocal,High Income Families,15,51.17,4,9,Did Not Respond,4
1355,M,2,1,80000,N,M,CC,Budget,High Income Families,1,3.22,2,0,Did Not Respond,3
1356,F,3,2,3416.62,Y,S,CC,Budget,High Income Families,25,104.73,2,9,Responded,1
1357,F,1,0,73069.1,Y,M,Auto,Budget,Married No Kids,2,10.22,4,0,Did Not Respond,4
1358,M,1,0,80000,Y,M,CC,FreeLocal,High Income Families,8,25.62,4,8,Responded,4
1359,F,3,2,8032.16,N,M,CC,FreeLocal,High Income Families,18,59.08,1,15,Did Not Respond,3
1360,F,1,0,93454.3,Y,S,Auto,FreeLocal,Married No Kids,9,25.18,1,9,Did Not Respond,3
1361,M,1,0,5745,Y,M,CC,FreeLocal,High Income Families,9,17.71,3,13,Responded,1
1362,F,1,0,83287,N,S,Auto,Budget,Married No Kids,43,208.19,1,0,Did Not Respond,4
1363,F,1,0,92564.1,Y,S,Auto,FreeLocal,Married No Kids,15,51.68,1,12,Did Not Respond,3
1365,M,1,0,70000,Y,S,CH,Budget,Low Value and No Kids,18,82.19,3,2,Responded,3
1367,F,3,2,48322.5,Y,M,CC,FreeLocal,High Income Families,10,43.6,2,3,Did Not Respond,3
1369,M,3,2,78373.5,N,S,Auto,Budget,Married No Kids,40,184.02,2,3,Did Not Respond,2
1370,F,3,2,81913.8,Y,M,CC,FreeLocal,High Income Families,11,46.33,2,3,Did Not Respond,3
1373,F,1,0,919.93,N,S,CH,Budget,Low Value and No Kids,24,93.42,2,14,Responded,3
1374,F,3,2,69486.8,N,M,CC,Budget,High Income Families,3,9.39,1,4,Responded,2
1375,F,3,2,24482.8,N,M,CH,Budget,Low Value and No Kids,0,2,1,0,Did Not Respond,2
1377,F,1,0,14573.6,N,M,CC,Budget,High Income Families,53,236.97,4,13,Did Not Respond,5
1378,F,3,2,92103.8,N,M,CC,Budget,High Income Families,3,7.43,2,4,Did Not Respond,4
1379,F,3,2,8392.14,Y,S,CH,Budget,Low Value and No Kids,17,54.8,3,13,Responded,2
1380,F,1,0,17138.2,N,S,CC,FreeLocal,High Income Families,21,84.67,4,10,Responded,4
1382,F,3,2,47010.1,N,M,CC,Budget,High Income Families,33,164.76,1,1,Did Not Respond,4
1384,F,2,1,67239.4,N,D,Auto,FreeLocal,Married No Kids,13,53.81,4,6,Did Not Respond,3
1385,M,2,1,69406.7,Y,M,CC,FreeLocal,High Income Families,28,128.1,4,3,Responded,3
1387,F,3,2,83259.3,N,M,CC,Budget,High Income Families,1,4.46,1,0,Did Not Respond,3
1394,F,3,2,2185.6,N,M,CH,Budget,Low Value and No Kids,6,20.95,3,4,Did Not Respond,4
1396,M,2,1,76511.3,N,M,CC,FreeLocal,High Income Families,9,17.37,3,11,Responded,4
1398,F,2,1,35000,N,M,CH,FreeLocal,Low Value and No Kids,7,8.84,3,14,Responded,1
1399,F,3,2,11234.7,Y,M,CC,Budget,High Income Families,23,112.72,3,0,Responded,3
1401,F,3,2,36660.9,Y,M,CH,Budget,Low Value and No Kids,1,3.36,3,0,Did Not Respond,3
1403,F,3,2,68462.8,N,M,CC,FreeLocal,High Income Families,18,60.51,4,12,Did Not Respond,2
1406,F,3,2,72841.3,N,M,CC,Budget,High Income Families,17,72.16,3,5,Did Not Respond,3
1407,F,3,2,63670.8,Y,M,Auto,FreeLocal,Married No Kids,16,51.47,2,14,Did Not Respond,3
1408,M,1,0,66666,N,S,CC,Budget,High Income Families,14,35.73,3,15,Responded,5
1409,F,2,1,77000,Y,S,Auto,Budget,Married No Kids,24,100.08,2,10,Did Not Respond,3
1410,M,1,0,12387.6,N,M,Auto,FreeLocal,Married No Kids,19,65.93,2,1,Did Not Respond,4
1412,F,2,1,82931.3,N,M,Auto,FreeLocal,Married No Kids,27,118,2,10,Did Not Respond,5
1413,F,3,2,57483.9,N,M,CH,Budget,Low Value and No Kids,9,27.29,3,9,Did Not Respond,3
1415,F,3,2,21274,N,S,Auto,FreeLocal,Married No Kids,9,32.43,3,5,Responded,3
1416,F,3,2,28267,N,M,CC,FreeLocal,High Income Families,43,192.53,4,11,Did Not Respond,2
1418,F,3,2,36725.1,N,M,CH,Budget,Low Value and No Kids,19,77,3,4,Did Not Respond,4
1422,M,2,1,94188.3,N,S,CC,Budget,High Income Families,8,19.78,3,10,Responded,4
1425,F,3,2,91861,Y,M,CC,Budget,High Income Families,4,6.74,2,8,Did Not Respond,3
1428,F,2,1,12374.9,Y,S,Auto,FreeLocal,Married No Kids,25,106.1,1,9,Responded,2
1429,F,3,2,69133.9,Y,M,CH,FreeLocal,Low Value and No Kids,9,37.73,4,4,Did Not Respond,2
1431,F,3,2,84948,Y,M,CH,FreeLocal,Low Value and No Kids,5,12.58,2,6,Did Not Respond,2
1432,F,3,2,30998.8,N,M,Auto,Budget,Married No Kids,11,50.5,1,1,Did Not Respond,3
1438,M,3,2,21416.5,N,M,CC,FreeLocal,High Income Families,6,8.53,1,5,Did Not Respond,2
1442,M,3,2,78554.2,N,M,Auto,Budget,Married No Kids,7,23.03,4,3,Did Not Respond,1
1443,M,2,1,3960.5,N,S,Auto,FreeLocal,Married No Kids,19,66.35,4,15,Responded,1
1445,M,1,0,60101.1,Y,M,CH,FreeLocal,Low Value and No Kids,32,124.14,4,14,Did Not Respond,4
1446,F,3,2,38215.9,N,M,Auto,Budget,Married No Kids,0,0.97,2,0,Did Not Respond,2
1447,F,2,1,40120,N,M,CC,FreeLocal,High Income Families,35,160.42,1,15,Responded,1
1448,F,3,2,49745.3,N,M,CH,Budget,Low Value and No Kids,5,24.44,3,1,Did Not Respond,3
1450,F,3,2,88427,N,M,CC,Budget,High Income Families,14,43.34,3,11,Did Not Respond,1
