"ID","Income","AppliedOnline","Residence","Yrs at Current Address","Yrs with Current Employer","Number of Cards","Creditcard Debt","Loans","Loan Amount","SalePrice","Location","MortgageDefault"
"102957.00","55440.00","NO","Private Renting","24.00","6.00","1.00","577.00","1.00","6592.00","170000","120","NO"
"102958.00","51584.00","YES","Public Housing","15.00","4.00","1.00","1804.00","1.00","11639.00","125000","130","YES"
"102962.00","53134.00","YES","Owner Occupier","15.00","10.00","1.00","803.00","0.00","7682.00","260000","101","NO"
"102963.00","52416.00","YES","Owner Occupier","10.00","11.00","1.00","361.00","0.00","8461.00","345000","110","YES"
"102964.00","50331.00","YES","Private Renting","29.00","14.00","2.00","347.00","0.00","6288.00","240000","110","YES"
"102965.00","44041.00","YES","Private Renting","0.00","12.00","1.00","340.00","1.00","7421.00","525000","100","YES"
"102968.00","47744.00","NO","Owner Occupier","15.00","17.00","2.00","822.00","0.00","9064.00","170000","120","YES"
"102970.00","53504.00","YES","Owner Occupier","5.00","21.00","1.00","493.00","0.00","7281.00","380000","110","YES"
"102972.00","48275.00","YES","Public Housing","7.00","11.00","1.00","295.00","0.00","8626.00","355000","100","NO"
"102976.00","47553.00","YES","Owner Occupier","3.00","2.00","2.00","161.00","0.00","12268.00","242500","110","NO"
"102979.00","47663.00","NO","Owner Occupier","18.00","16.00","2.00","2294.00","1.00","9420.00","195000","100","YES"
"102980.00","53975.00","YES","Owner Occupier","22.00","27.00","1.00","3862.00","0.00","10367.00","230000","100","YES"
"102982.00","41346.00","YES","Owner Occupier","15.00","0.00","1.00","2195.00","0.00","12159.00","180000","130","NO"
"102989.00","36094.00","YES","Private Renting","14.00","6.00","2.00","181.00","1.00","5782.00","325000","100","NO"
"102990.00","36507.00","NO","Private Renting","6.00","10.00","1.00","576.00","1.00","6167.00","320000","110","NO"
"102991.00","61268.00","NO","Private Renting","32.00","17.00","2.00","1157.00","0.00","7728.00","275000","130","NO"
"102992.00","55621.00","YES","Private Renting","21.00","20.00","1.00","3343.00","0.00","5199.00","105000","101","YES"
"102993.00","37439.00","YES","Sheltered","0.00","14.00","2.00","282.00","0.00","5878.00","215000","120","YES"
"102994.00","46434.00","YES","Private Renting","24.00","9.00","2.00","71.00","1.00","9353.00","325000","100","YES"
"102997.00","57393.00","YES","Owner Occupier","24.00","16.00","2.00","1546.00","1.00","6249.00","155000","130","YES"
"102998.00","58248.00","NO","Owner Occupier","23.00","0.00","2.00","2326.00","0.00","12459.00","440000","110","YES"
"103002.00","48279.00","YES","Owner Occupier","11.00","6.00","2.00","1376.00","1.00","7466.00","275000","130","YES"
"103003.00","44909.00","NO","Public Housing","4.00","2.00","1.00","330.00","0.00","9589.00","105000","101","YES"
"103005.00","40424.00","YES","Owner Occupier","19.00","7.00","2.00","100.00","1.00","6049.00","235000","120","YES"
"103006.00","56893.00","YES","Owner Occupier","10.00","35.00","2.00","12688.00","0.00","17475.00","335000","100","YES"
"103007.00","41417.00","YES","Owner Occupier","2.00","8.00","2.00","828.00","1.00","9774.00","75000","100","NO"
"103009.00","65340.00","NO","Owner Occupier","22.00","0.00","2.00","2609.00","0.00","13975.00","440000","110","YES"
"103010.00","49225.00","NO","Owner Occupier","19.00","19.00","2.00","882.00","1.00","8924.00","170000","100","YES"
"103011.00","55142.00","YES","Owner Occupier","25.00","7.00","2.00","323.00","0.00","6436.00","265000","100","YES"
"103012.00","45965.00","NO","Owner Occupier","18.00","22.00","1.00","751.00","0.00","9048.00","260000","120","NO"
"103015.00","50400.00","NO","Owner Occupier","15.00","7.00","2.00","496.00","1.00","12768.00","315000","120","NO"
"103017.00","59883.00","NO","Owner Occupier","7.00","28.00","2.00","1713.00","1.00","8510.00","150000","100","NO"
"103018.00","48267.00","YES","Owner Occupier","10.00","21.00","1.00","5830.00","1.00","10661.00","328000","100","NO"
"103021.00","51865.00","YES","Public Housing","10.00","8.00","1.00","243.00","1.00","9572.00","250000","120","YES"
"103022.00","59639.00","NO","Owner Occupier","11.00","3.00","1.00","468.00","0.00","10091.00","190000","100","NO"
"103025.00","46241.00","NO","Public Housing","4.00","6.00","1.00","6951.00","0.00","21820.00","550000","100","YES"
"103028.00","46150.00","NO","Owner Occupier","4.00","2.00","2.00","723.00","1.00","10518.00","325000","100","NO"
"103029.00","47981.00","NO","Living with parents/guardian","0.00","8.00","1.00","22.00","0.00","10466.00","305000","130","NO"
"103030.00","45274.00","YES","Private Renting","12.00","15.00","2.00","902.00","0.00","4755.00","165000","100","YES"
"103031.00","45153.00","YES","Public Housing","14.00","12.00","1.00","4890.00","1.00","11443.00","330000","120","NO"
"103032.00","40418.00","NO","Public Housing","20.00","17.00","1.00","3904.00","0.00","7285.00","190000","100","NO"
"103044.00","40084.00","NO","Public Housing","20.00","13.00","2.00","679.00","0.00","4689.00","350000","100","NO"
"103045.00","52459.00","NO","Public Housing","20.00","0.00","1.00","25.00","1.00","7554.00","290000","110","YES"
"103046.00","44195.00","YES","Owner Occupier","18.00","3.00","1.00","693.00","0.00","9311.00","185000","100","NO"
"103047.00","42013.00","YES","Private Renting","23.00","22.00","2.00","2489.00","1.00","8197.00","1000000","110","YES"
"103051.00","53293.00","YES","Private Renting","1.00","11.00","2.00","432.00","0.00","5938.00","285000","100","YES"
"103052.00","46351.00","YES","Private Renting","14.00","0.00","2.00","103.00","1.00","5630.00","252500","100","NO"
"103057.00","54489.00","NO","Owner Occupier","2.00","13.00","2.00","970.00","1.00","10740.00","146000","130","YES"
"103060.00","51480.00","YES","Private Renting","17.00","38.00","1.00","3215.00","0.00","6068.00","121000","100","NO"
"103062.00","64072.00","YES","Private Renting","1.00","12.00","2.00","520.00","0.00","7139.00","285000","100","YES"
"103068.00","47960.00","YES","Owner Occupier","6.00","9.00","1.00","208.00","1.00","4255.00","1290000","110","NO"
"103069.00","43988.00","NO","Living with parents/guardian","15.00","1.00","2.00","2253.00","1.00","9832.00","175000","130","NO"
"103072.00","38170.00","YES","Owner Occupier","4.00","1.00","1.00","316.00","1.00","7351.00","499250","100","NO"
"103080.00","50361.00","NO","Private Renting","9.00","12.00","1.00","2239.00","0.00","9818.00","104000","130","NO"
"103085.00","45581.00","YES","Owner Occupier","10.00","11.00","2.00","98.00","1.00","8990.00","190000","130","NO"
"103087.00","60895.00","NO","Owner Occupier","28.00","21.00","1.00","349.00","1.00","10466.00","315000","100","YES"
"103088.00","42886.00","YES","Owner Occupier","8.00","18.00","1.00","2028.00","0.00","8941.00","150876","100","NO"
"103090.00","57925.00","YES","Sheltered","0.00","14.00","2.00","437.00","0.00","9095.00","215000","120","YES"
"103099.00","49788.00","YES","Living with parents/guardian","4.00","17.00","1.00","320.00","1.00","8630.00","245000","100","NO"
"103102.00","46323.00","YES","Owner Occupier","9.00","19.00","2.00","3341.00","1.00","11320.00","211000","130","YES"
"103103.00","57317.00","YES","Private Renting","14.00","15.00","2.00","1445.00","1.00","7839.00","165000","111","YES"
"103106.00","39561.00","NO","Public Housing","17.00","13.00","2.00","257.00","1.00","7029.00","350000","110","NO"
"103107.00","46547.00","YES","Sheltered","14.00","8.00","1.00","788.00","0.00","11632.00","190000","100","NO"
"103110.00","67806.00","NO","Owner Occupier","17.00","9.00","1.00","1934.00","0.00","7099.00","260000","100","YES"
"103112.00","48940.00","YES","Owner Occupier","11.00","6.00","2.00","1395.00","1.00","7568.00","275000","130","YES"
"103114.00","41512.00","YES","Private Renting","14.00","4.00","1.00","346.00","0.00","8218.00","285000","100","NO"
"103115.00","38580.00","YES","Owner Occupier","9.00","19.00","1.00","3385.00","1.00","4974.00","180000","100","YES"
"103117.00","47160.00","NO","Living with parents/guardian","14.00","18.00","1.00","12856.00","0.00","23456.00","200000","100","NO"
"103118.00","47869.00","YES","Owner Occupier","8.00","0.00","2.00","946.00","1.00","9505.00","310000","100","YES"
"103121.00","56727.00","YES","Owner Occupier","5.00","10.00","2.00","2083.00","1.00","6801.00","565000","100","YES"
"103122.00","46608.00","NO","Public Housing","6.00","17.00","1.00","1282.00","1.00","8358.00","176000","100","NO"
"103123.00","54955.00","YES","Owner Occupier","22.00","17.00","1.00","1226.00","0.00","6935.00","254500","130","YES"
"103124.00","46405.00","YES","Owner Occupier","4.00","1.00","1.00","385.00","1.00","8938.00","499250","100","NO"
"103125.00","43441.00","YES","Owner Occupier","24.00","27.00","2.00","1018.00","1.00","3593.00","159900","100","YES"
"103127.00","46936.00","NO","Living with parents/guardian","7.00","13.00","1.00","1998.00","0.00","10892.00","390000","100","YES"
"103128.00","57919.00","NO","Owner Occupier","21.00","14.00","2.00","1261.00","1.00","8966.00","222500","101","NO"
"103136.00","44453.00","YES","Owner Occupier","18.00","28.00","1.00","1246.00","1.00","8584.00","447000","100","YES"
"103137.00","48140.00","YES","Private Renting","6.00","13.00","2.00","2419.00","1.00","13121.00","285000","100","YES"
"103138.00","57179.00","YES","Private Renting","1.00","6.00","2.00","1998.00","0.00","10169.00","905000","110","NO"
"103140.00","48495.00","NO","Owner Occupier","24.00","1.00","1.00","1315.00","1.00","4726.00","570000","100","NO"
"103145.00","52607.00","NO","Owner Occupier","17.00","16.00","2.00","137.00","0.00","8911.00","245000","130","YES"
"103146.00","51898.00","YES","Private Renting","3.00","5.00","2.00","319.00","0.00","10453.00","190500","100","YES"
"103147.00","47163.00","YES","Owner Occupier","11.00","12.00","2.00","1999.00","1.00","12247.00","330000","100","YES"
"103149.00","48616.00","YES","Private Renting","7.00","12.00","1.00","214.00","0.00","10822.00","145000","130","NO"
"103154.00","57300.00","YES","Owner Occupier","11.00","9.00","2.00","654.00","0.00","5259.00","150000","100","NO"
"103156.00","50621.00","NO","Owner Occupier","25.00","23.00","2.00","1047.00","0.00","9940.00","350000","120","NO"
"103157.00","65958.00","NO","Private Renting","14.00","2.00","2.00","371.00","0.00","11434.00","240000","120","NO"
"103158.00","42846.00","NO","Owner Occupier","4.00","20.00","1.00","502.00","0.00","9800.00","288500","100","NO"
"103159.00","43566.00","NO","Owner Occupier","9.00","6.00","1.00","1411.00","0.00","11195.00","192500","100","NO"
"103160.00","52180.00","YES","Public Housing","22.00","17.00","1.00","780.00","1.00","11892.00","270000","100","YES"
"103161.00","46377.00","YES","Owner Occupier","14.00","4.00","1.00","342.00","0.00","10527.00","150000","100","NO"
"103163.00","54444.00","YES","Living with parents/guardian","5.00","1.00","2.00","1381.00","1.00","4952.00","455000","100","NO"
"103164.00","45980.00","NO","Owner Occupier","23.00","27.00","1.00","751.00","0.00","9051.00","260000","120","NO"
"103165.00","40915.00","NO","Private Renting","5.00","8.00","1.00","645.00","1.00","6912.00","320000","110","NO"
"103166.00","51985.00","YES","Owner Occupier","7.00","12.00","2.00","877.00","1.00","14766.00","137000","100","NO"
"103167.00","41372.00","NO","Living with parents/guardian","12.00","9.00","2.00","328.00","1.00","11017.00","195000","100","YES"
"103168.00","47403.00","NO","Public Housing","17.00","0.00","1.00","22.00","1.00","6825.00","290000","110","YES"
"103169.00","50844.00","YES","Private Renting","5.00","5.00","2.00","357.00","1.00","9917.00","325000","100","NO"
"103171.00","47594.00","NO","Owner Occupier","16.00","11.00","2.00","1767.00","1.00","13600.00","273000","120","NO"
"103172.00","40495.00","YES","Owner Occupier","14.00","18.00","2.00","7307.00","1.00","12083.00","275000","130","YES"
"103175.00","55518.00","YES","Public Housing","27.00","17.00","2.00","2852.00","1.00","11042.00","260000","100","NO"
"103176.00","62157.00","YES","Owner Occupier","23.00","14.00","2.00","1674.00","1.00","6768.00","155000","130","YES"
"103177.00","48247.00","NO","Private Renting","20.00","16.00","2.00","1403.00","0.00","7135.00","145000","130","NO"
"103178.00","41965.00","YES","Private Renting","19.00","10.00","2.00","3730.00","1.00","11320.00","270000","130","YES"
"103181.00","52854.00","YES","Private Renting","10.00","4.00","1.00","974.00","0.00","10866.00","156000","100","NO"
"103182.00","40915.00","YES","Owner Occupier","1.00","11.00","3.00","1559.00","0.00","7698.00","235000","100","NO"
"103185.00","42982.00","NO","Owner Occupier","4.00","2.00","2.00","673.00","1.00","9796.00","325000","100","NO"
"103191.00","46429.00","YES","Sheltered","23.00","6.00","2.00","2559.00","1.00","13962.00","150000","100","NO"
"103193.00","45792.00","YES","Private Renting","6.00","10.00","2.00","3107.00","1.00","8369.00","330000","100","NO"
"103194.00","50120.00","YES","Owner Occupier","20.00","16.00","2.00","457.00","1.00","2636.00","425000","100","YES"
"103196.00","38112.00","YES","Owner Occupier","14.00","5.00","2.00","324.00","0.00","8050.00","235000","100","YES"
"103197.00","55251.00","YES","Owner Occupier","16.00","27.00","1.00","3136.00","1.00","9755.00","281915","100","YES"
"103198.00","63765.00","YES","Private Renting","10.00","5.00","1.00","1175.00","0.00","13110.00","156000","100","NO"
"103204.00","57061.00","YES","Private Renting","15.00","4.00","1.00","1496.00","1.00","7939.00","300000","100","NO"
"103207.00","48607.00","YES","Private Renting","13.00","0.00","2.00","108.00","1.00","5904.00","252500","100","NO"
"103209.00","57794.00","YES","Owner Occupier","14.00","28.00","1.00","11874.00","0.00","14443.00","545000","100","YES"
"103210.00","54771.00","NO","Public Housing","10.00","22.00","1.00","556.00","1.00","7425.00","250000","120","YES"
"103211.00","48165.00","YES","Owner Occupier","11.00","13.00","2.00","505.00","0.00","9320.00","135000","100","NO"
"103212.00","40271.00","YES","Public Housing","13.00","11.00","1.00","4361.00","1.00","10205.00","330000","120","NO"
"103213.00","46336.00","YES","Private Renting","5.00","13.00","1.00","1135.00","0.00","9295.00","199000","100","NO"
"103215.00","53244.00","YES","Private Renting","17.00","2.00","2.00","1213.00","1.00","10301.00","565000","120","YES"
"103218.00","40618.00","YES","Owner Occupier","9.00","11.00","1.00","27.00","1.00","5360.00","410000","101","NO"
"103219.00","57520.00","YES","Private Renting","4.00","20.00","2.00","248.00","0.00","6124.00","349900","130","NO"
"103224.00","48546.00","YES","Owner Occupier","20.00","18.00","2.00","1833.00","0.00","5753.00","185000","111","YES"
"103226.00","47723.00","YES","Living with parents/guardian","17.00","9.00","1.00","2751.00","0.00","13660.00","325000","100","YES"
"103228.00","42073.00","NO","Private Renting","2.00","3.00","1.00","427.00","1.00","7116.00","305000","130","YES"
"103230.00","43750.00","YES","Public Housing","6.00","18.00","2.00","5242.00","0.00","6626.00","282000","130","YES"
"103231.00","49905.00","YES","Private Renting","16.00","18.00","2.00","1233.00","1.00","8097.00","273500","120","NO"
"103234.00","49361.00","YES","Owner Occupier","8.00","28.00","2.00","1837.00","1.00","8773.00","130000","100","NO"
"103235.00","59072.00","NO","Owner Occupier","11.00","3.00","2.00","1246.00","0.00","11420.00","245000","130","YES"
"103239.00","50103.00","NO","Living with parents/guardian","23.00","3.00","1.00","734.00","0.00","6494.00","231000","130","NO"
"103245.00","55293.00","YES","Private Renting","15.00","16.00","2.00","1394.00","1.00","7562.00","165000","111","YES"
"103249.00","49220.00","YES","Private Renting","24.00","18.00","1.00","761.00","0.00","10225.00","430000","121","NO"
"103250.00","44499.00","YES","Owner Occupier","4.00","2.00","2.00","150.00","0.00","11480.00","242500","110","NO"
"103251.00","39302.00","YES","Public Housing","20.00","6.00","2.00","1050.00","0.00","10127.00","153000","100","YES"
"103254.00","41518.00","YES","Private Renting","10.00","4.00","1.00","137.00","0.00","8351.00","220000","100","NO"
"103258.00","45245.00","YES","Owner Occupier","11.00","7.00","2.00","1477.00","0.00","9318.00","143000","101","NO"
"103259.00","46777.00","NO","Owner Occupier","4.00","10.00","2.00","161.00","1.00","969.00","275000","100","YES"
"103262.00","52960.00","YES","Owner Occupier","0.00","17.00","2.00","2116.00","1.00","8415.00","300000","130","YES"
"103263.00","47961.00","NO","Owner Occupier","17.00","28.00","1.00","15446.00","0.00","14672.00","197307","100","NO"
"103264.00","43911.00","YES","Owner Occupier","23.00","16.00","1.00","345.00","0.00","6412.00","185000","100","NO"
"103265.00","44542.00","YES","Owner Occupier","17.00","16.00","2.00","363.00","1.00","7089.00","145000","100","YES"
"103269.00","46371.00","YES","Owner Occupier","1.00","17.00","1.00","4645.00","0.00","11366.00","360000","110","NO"
"103272.00","64432.00","YES","Private Renting","15.00","12.00","1.00","914.00","0.00","12967.00","455000","100","NO"
"103273.00","45307.00","YES","Private Renting","1.00","2.00","2.00","230.00","0.00","9177.00","131500","100","NO"
"103274.00","61434.00","YES","Public Housing","25.00","16.00","2.00","3155.00","1.00","12219.00","260000","100","NO"
"103275.00","62170.00","YES","Private Renting","24.00","19.00","2.00","2617.00","0.00","3818.00","299500","100","NO"
"103276.00","68764.00","YES","Owner Occupier","2.00","19.00","1.00","4242.00","1.00","12243.00","135000","130","NO"
"103280.00","48715.00","NO","Public Housing","3.00","5.00","1.00","7323.00","0.00","22987.00","550000","100","YES"
"103281.00","58787.00","YES","Owner Occupier","7.00","3.00","1.00","674.00","1.00","9512.00","229500","100","YES"
"103285.00","48458.00","YES","Owner Occupier","8.00","9.00","1.00","1253.00","0.00","10383.00","125000","100","NO"
"103286.00","50041.00","NO","Owner Occupier","2.00","19.00","1.00","6362.00","0.00","14639.00","155500","100","NO"
"103287.00","50223.00","YES","Owner Occupier","11.00","4.00","2.00","1279.00","0.00","12270.00","182500","130","NO"
"103291.00","38507.00","YES","Owner Occupier","17.00","16.00","2.00","443.00","1.00","6106.00","348500","100","NO"
"103295.00","41687.00","YES","Owner Occupier","10.00","4.00","2.00","914.00","0.00","7609.00","295000","100","NO"
"103296.00","39027.00","YES","Public Housing","4.00","10.00","1.00","724.00","1.00","5629.00","215000","100","YES"
"103298.00","48464.00","NO","Private Renting","18.00","8.00","1.00","2470.00","1.00","9459.00","260000","100","YES"
"103300.00","48041.00","YES","Owner Occupier","9.00","10.00","1.00","1243.00","0.00","10293.00","125000","100","NO"
"103303.00","66359.00","NO","Owner Occupier","30.00","16.00","2.00","3068.00","0.00","7647.00","400000","100","YES"
"103304.00","46512.00","YES","Owner Occupier","16.00","10.00","1.00","141.00","0.00","6104.00","180000","101","YES"
"103306.00","48096.00","YES","Private Renting","15.00","6.00","1.00","778.00","0.00","6233.00","240000","120","YES"
"103308.00","60123.00","NO","Owner Occupier","5.00","14.00","2.00","293.00","0.00","9001.00","235000","130","NO"
"103310.00","44004.00","YES","Owner Occupier","9.00","0.00","2.00","744.00","0.00","10408.00","170000","100","NO"
"103311.00","58564.00","NO","Owner Occupier","21.00","13.00","2.00","5411.00","0.00","9070.00","545000","100","NO"
"103313.00","47879.00","YES","Owner Occupier","5.00","22.00","1.00","441.00","0.00","6516.00","380000","110","YES"
"103316.00","43502.00","YES","Owner Occupier","20.00","8.00","1.00","1421.00","1.00","8987.00","650000","101","NO"
"103318.00","39372.00","YES","Public Housing","11.00","15.00","1.00","8162.00","1.00","14702.00","340000","100","NO"
"103319.00","52173.00","YES","Private Renting","1.00","16.00","2.00","1108.00","1.00","11639.00","425000","110","YES"
"103322.00","55557.00","YES","Owner Occupier","11.00","9.00","2.00","634.00","0.00","5099.00","150000","100","NO"
"103326.00","58324.00","YES","Public Housing","32.00","0.00","1.00","743.00","0.00","9044.00","235000","100","NO"
"103327.00","55865.00","YES","Owner Occupier","14.00","1.00","2.00","708.00","0.00","10996.00","309534","110","YES"
"103328.00","41157.00","YES","Owner Occupier","10.00","3.00","2.00","475.00","1.00","8987.00","265000","100","YES"
"103331.00","44066.00","YES","Private Renting","10.00","11.00","2.00","5068.00","1.00","16541.00","164000","101","NO"
"103332.00","58682.00","YES","Public Housing","28.00","0.00","1.00","747.00","0.00","9100.00","235000","100","NO"
"103334.00","37182.00","YES","Owner Occupier","3.00","22.00","2.00","807.00","1.00","6589.00","200000","111","NO"
"103335.00","42312.00","NO","Public Housing","16.00","10.00","2.00","2023.00","0.00","3997.00","500000","130","YES"
"103336.00","44937.00","YES","Public Housing","17.00","13.00","2.00","1046.00","1.00","8326.00","349000","100","NO"
"103338.00","45848.00","YES","Private Renting","30.00","10.00","1.00","524.00","1.00","9036.00","295000","100","NO"
"103340.00","40855.00","NO","Public Housing","15.00","3.00","1.00","1317.00","1.00","11796.00","167000","100","YES"
"103341.00","70666.00","YES","Owner Occupier","1.00","11.00","1.00","5068.00","1.00","13483.00","105000","101","NO"
"103343.00","52491.00","YES","Private Renting","21.00","2.00","2.00","373.00","1.00","5354.00","360000","110","YES"
"103345.00","38877.00","NO","Living with parents/guardian","0.00","7.00","1.00","18.00","0.00","8480.00","305000","130","NO"
"103346.00","45275.00","NO","Private Renting","2.00","17.00","1.00","1247.00","0.00","4121.00","474000","110","NO"
"103347.00","58512.00","NO","Public Housing","27.00","18.00","1.00","5026.00","1.00","9295.00","95000","101","NO"
"103351.00","51587.00","YES","Owner Occupier","12.00","9.00","1.00","780.00","0.00","7459.00","260000","101","NO"
"103352.00","60246.00","YES","Sheltered","0.00","9.00","1.00","1140.00","0.00","12120.00","275000","100","NO"
"103353.00","42409.00","NO","Owner Occupier","16.00","11.00","2.00","1574.00","1.00","12119.00","273000","120","NO"
"103354.00","55812.00","YES","Private Renting","0.00","18.00","1.00","512.00","1.00","10460.00","675000","130","NO"
"103355.00","54321.00","YES","Private Renting","1.00","5.00","1.00","122.00","0.00","13509.00","145000","100","YES"
"103356.00","38307.00","NO","Owner Occupier","1.00","12.00","1.00","1358.00","1.00","8944.00","238000","101","NO"
"103357.00","60085.00","YES","Owner Occupier","6.00","5.00","1.00","503.00","1.00","9073.00","193000","101","YES"
"103361.00","48801.00","NO","Public Housing","9.00","0.00","2.00","233.00","0.00","9314.00","250000","110","YES"
"103363.00","45402.00","YES","Owner Occupier","12.00","3.00","2.00","341.00","1.00","4073.00","290000","130","YES"
"103365.00","48931.00","YES","Private Renting","19.00","7.00","2.00","75.00","1.00","9856.00","325000","100","YES"
"103367.00","43769.00","YES","Sheltered","24.00","6.00","2.00","2412.00","1.00","13162.00","150000","100","NO"
"103368.00","47023.00","YES","Owner Occupier","16.00","13.00","2.00","1375.00","1.00","9268.00","290000","100","YES"
"103371.00","46231.00","YES","Living with parents/guardian","3.00","14.00","1.00","297.00","1.00","8013.00","245000","100","NO"
"103372.00","46272.00","NO","Owner Occupier","15.00","16.00","2.00","731.00","1.00","8652.00","140000","110","NO"
"103373.00","44360.00","NO","Owner Occupier","8.00","20.00","1.00","824.00","1.00","8027.00","323600","100","YES"
"103374.00","61361.00","YES","Private Renting","14.00","31.00","1.00","3833.00","0.00","7233.00","121000","100","NO"
"103375.00","50242.00","YES","Owner Occupier","12.00","9.00","2.00","570.00","0.00","7276.00","275000","100","NO"
"103376.00","49957.00","NO","Private Renting","17.00","7.00","1.00","4202.00","0.00","14145.00","149000","100","YES"
"103377.00","43217.00","YES","Owner Occupier","13.00","11.00","2.00","1036.00","0.00","9241.00","500000","110","NO"
"103378.00","44912.00","NO","Owner Occupier","21.00","4.00","1.00","851.00","0.00","5820.00","475000","110","NO"
"103380.00","57903.00","YES","Living with parents/guardian","8.00","12.00","2.00","4321.00","1.00","15244.00","265000","100","YES"
"103381.00","64133.00","YES","Public Housing","1.00","10.00","2.00","2515.00","0.00","11387.00","319000","100","NO"
"103382.00","42871.00","YES","Private Renting","17.00","0.00","2.00","269.00","0.00","3374.00","250000","130","YES"
"103385.00","47837.00","NO","Owner Occupier","10.00","25.00","1.00","889.00","1.00","8657.00","323600","100","YES"
"103386.00","61660.00","NO","Owner Occupier","26.00","19.00","1.00","353.00","1.00","10597.00","315000","100","YES"
"103391.00","50103.00","NO","Owner Occupier","25.00","14.00","2.00","1818.00","0.00","9076.00","180000","100","YES"
"103394.00","47469.00","NO","Owner Occupier","17.00","15.00","2.00","2285.00","1.00","9381.00","195000","100","YES"
"103396.00","51380.00","YES","Owner Occupier","2.00","3.00","2.00","45.00","0.00","9638.00","200000","100","NO"
"103399.00","37669.00","YES","Owner Occupier","9.00","6.00","1.00","394.00","0.00","6688.00","1060000","101","NO"
"103402.00","50481.00","YES","Owner Occupier","14.00","2.00","1.00","1798.00","1.00","9897.00","161000","100","YES"
"103403.00","52058.00","YES","Owner Occupier","1.00","15.00","1.00","1784.00","1.00","11473.00","173900","100","YES"
"103407.00","49311.00","YES","Owner Occupier","7.00","24.00","2.00","1835.00","1.00","8764.00","130000","100","NO"
"103409.00","52032.00","YES","Owner Occupier","19.00","23.00","2.00","1054.00","1.00","4726.00","170000","100","NO"
"103410.00","42734.00","YES","Owner Occupier","9.00","6.00","1.00","24.00","1.00","9497.00","355000","100","NO"
"103411.00","43140.00","YES","Owner Occupier","25.00","13.00","2.00","2495.00","0.00","4927.00","625000","100","NO"
"103412.00","42746.00","NO","Living with parents/guardian","5.00","4.00","1.00","696.00","1.00","5007.00","175000","130","YES"
"103413.00","44543.00","YES","Public Housing","6.00","4.00","1.00","1119.00","0.00","7802.00","210000","100","YES"
"103415.00","56593.00","YES","Private Renting","21.00","17.00","2.00","2383.00","0.00","3476.00","299500","100","NO"
"103416.00","40298.00","YES","Private Renting","0.00","7.00","1.00","3283.00","1.00","10928.00","385000","120","YES"
"103418.00","59191.00","YES","Owner Occupier","5.00","12.00","1.00","729.00","1.00","4443.00","110000","100","NO"
"103419.00","50122.00","YES","Public Housing","6.00","16.00","2.00","1496.00","1.00","10108.00","280000","110","NO"
"103420.00","45497.00","YES","Owner Occupier","18.00","17.00","2.00","523.00","1.00","7214.00","348500","100","NO"
"103421.00","49284.00","YES","Private Renting","11.00","8.00","1.00","1314.00","1.00","8074.00","475000","110","YES"
"103422.00","38789.00","YES","Owner Occupier","3.00","22.00","2.00","842.00","1.00","6873.00","200000","111","NO"
"103423.00","42890.00","YES","Public Housing","0.00","2.00","2.00","1492.00","1.00","8879.00","300000","110","NO"
"103426.00","54449.00","YES","Owner Occupier","28.00","16.00","1.00","1165.00","0.00","8352.00","147000","100","YES"
"103428.00","57004.00","YES","Owner Occupier","2.00","4.00","1.00","106.00","1.00","12905.00","355000","100","YES"
"103429.00","38443.00","YES","Living with parents/guardian","18.00","1.00","1.00","238.00","1.00","4699.00","125000","100","NO"
"103432.00","40553.00","YES","Private Renting","4.00","10.00","2.00","489.00","1.00","5657.00","265000","100","NO"
"103434.00","48286.00","YES","Owner Occupier","1.00","20.00","1.00","1987.00","0.00","9800.00","195000","100","YES"
"103436.00","48805.00","NO","Public Housing","6.00","17.00","1.00","1342.00","1.00","8752.00","176000","100","NO"
"103437.00","69258.00","YES","Living with parents/guardian","19.00","14.00","1.00","7347.00","0.00","18983.00","153000","100","YES"
"103439.00","48350.00","YES","Owner Occupier","8.00","0.00","2.00","956.00","1.00","9601.00","310000","100","YES"
"103441.00","49535.00","NO","Owner Occupier","17.00","28.00","1.00","15953.00","0.00","15153.00","197307","100","NO"
"103442.00","43173.00","YES","Private Renting","1.00","5.00","1.00","97.00","0.00","10737.00","145000","100","YES"
"103443.00","49172.00","YES","Private Renting","15.00","14.00","1.00","938.00","1.00","7206.00","255000","100","YES"
"103444.00","43906.00","YES","Private Renting","14.00","29.00","1.00","2670.00","1.00","7611.00","150000","100","NO"
"103445.00","45033.00","YES","Owner Occupier","8.00","6.00","1.00","804.00","0.00","12163.00","200000","130","NO"
"103447.00","39602.00","NO","Owner Occupier","2.00","23.00","1.00","410.00","0.00","6911.00","410000","100","YES"
"103452.00","61324.00","YES","Owner Occupier","7.00","6.00","1.00","514.00","1.00","9260.00","193000","101","YES"
"103453.00","58393.00","NO","Owner Occupier","2.00","9.00","2.00","1274.00","1.00","4679.00","222000","100","NO"
"103456.00","44171.00","NO","Owner Occupier","4.00","11.00","2.00","152.00","1.00","915.00","275000","100","YES"
"103457.00","50454.00","YES","Public Housing","19.00","3.00","1.00","296.00","0.00","7540.00","284500","120","NO"
"103459.00","49572.00","YES","Private Renting","14.00","16.00","3.00","5701.00","1.00","18608.00","164000","101","NO"
"103460.00","44021.00","NO","Owner Occupier","7.00","14.00","1.00","2251.00","0.00","11761.00","190000","100","NO"
